customer_id,email,recency,frequency,monetary,total_orders,total_items,gross_revenue,average_order_value,average_quantity,unique_products,customer_lifetime_days,days_since_first_purchase,average_days_between_orders,max_days_between_orders,cancellation_count,cancellation_rate,cancelled_revenue,country,recent_spend_90d,historical_spend_prior,spend_trend,order_frequency_trend,recent_order_count_90d,recency_acceleration,spending_momentum,product_diversity_ratio,cancellation_revenue_ratio,purchase_frequency_rate
10075,customer_10075@example.com,132,1,19.36,1,8,19.36,19.36,8.0,1,0,132,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,19.36,0.0,0.0,0,132.0,0.0,0.1111,0.0,1.0
10076,customer_10076@example.com,134,1,24.8,1,8,24.8,24.8,8.0,1,0,134,0.0,0.0,0,0.0,0.0,Germany,0.0,24.8,0.0,0.0,0,134.0,0.0,0.1111,0.0,1.0
10077,customer_10077@example.com,132,3,171.5,3,67,171.5,57.17,22.33,7,1,133,0.56,1.07,0,0.0,0.0,United Kingdom,0.0,171.5,0.0,0.0,0,84.7625,0.0,0.1029,0.0,1.5
10078,customer_10078@example.com,150,3,110.4,3,29,110.4,36.8,9.67,4,7,158,3.96,5.04,0,0.0,0.0,United Kingdom,0.0,110.4,0.0,0.0,0,30.2373,0.0,0.1333,0.0,0.375
10079,customer_10079@example.com,128,3,76.19,3,39,76.19,25.4,13.0,6,5,134,2.95,3.83,0,0.0,0.0,United Kingdom,0.0,76.19,0.0,0.0,0,32.3937,0.0,0.15,0.0,0.5
10080,customer_10080@example.com,145,3,62.78,3,32,62.78,20.93,10.67,4,4,149,2.11,4.2,0,0.0,0.0,United Kingdom,0.0,62.78,0.0,0.0,0,46.6905,0.0,0.1212,0.0,0.6
10081,customer_10081@example.com,142,1,1.87,1,1,1.87,1.87,1.0,1,0,142,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,1.87,0.0,0.0,0,142.0,0.0,0.5,0.0,1.0
10082,customer_10082@example.com,145,2,56.309999999999995,2,21,56.309999999999995,28.15,10.5,5,1,146,1.04,1.04,0,0.0,0.0,United Kingdom,0.0,56.31,0.0,0.0,0,70.9239,0.0,0.2273,0.0,1.0
10083,customer_10083@example.com,136,3,81.97,3,28,81.97,27.32,9.33,4,5,142,2.98,4.76,0,0.0,0.0,United Kingdom,0.0,81.97,0.0,0.0,0,34.1482,0.0,0.1379,0.0,0.5
10084,customer_10084@example.com,156,2,69.13000000000001,2,6,69.13000000000001,34.57,3.0,2,5,162,5.68,5.68,0,0.0,0.0,Germany,0.0,69.13,0.0,0.0,0,23.3368,0.0,0.2857,0.0,0.3333
10085,customer_10085@example.com,125,2,192.86,2,30,192.86,96.43,15.0,5,0,126,1.0,1.0,0,0.0,0.0,EIRE,0.0,192.86,0.0,0.0,0,62.5652,0.0,0.1613,0.0,2.0
10086,customer_10086@example.com,150,1,16.35,1,3,16.35,16.35,3.0,1,0,150,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,16.35,0.0,0.0,0,150.0,0.0,0.25,0.0,1.0
10087,customer_10087@example.com,139,1,21.099999999999998,1,12,21.099999999999998,21.1,12.0,2,0,139,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,21.1,0.0,0.0,0,139.0,0.0,0.1538,0.0,1.0
10088,customer_10088@example.com,149,1,58.010000000000005,1,17,58.010000000000005,58.01,17.0,3,0,149,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,58.01,0.0,0.0,0,149.0,0.0,0.1667,0.0,1.0
10089,customer_10089@example.com,141,1,123.97,1,23,123.97,123.97,23.0,3,0,141,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,123.97,0.0,0.0,0,141.0,0.0,0.125,0.0,1.0
10090,customer_10090@example.com,142,1,23.94,1,9,23.94,23.94,9.0,1,0,142,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,23.94,0.0,0.0,0,142.0,0.0,0.1,0.0,1.0
10091,customer_10091@example.com,127,3,69.95,3,29,69.95,23.32,9.67,4,20,147,10.05,18.96,0,0.0,0.0,Germany,0.0,69.95,0.0,0.0,0,11.4889,0.0,0.1333,0.0,0.1429
10092,customer_10092@example.com,137,3,64.51,3,35,64.51,21.5,11.67,6,0,138,0.45,0.9,0,0.0,0.0,United Kingdom,0.0,64.51,0.0,0.0,0,94.3246,0.0,0.1667,0.0,3.0
10093,customer_10093@example.com,135,3,37.47,3,15,37.47,12.49,5.0,4,1,136,0.59,1.02,0,0.0,0.0,United Kingdom,0.0,37.47,0.0,0.0,0,84.9279,0.0,0.25,0.0,1.5
10094,customer_10094@example.com,149,3,66.69000000000001,3,27,66.69000000000001,22.23,9.0,7,15,165,7.95,13.02,0,0.0,0.0,United Kingdom,0.0,66.69,0.0,0.0,0,16.6429,0.0,0.25,0.0,0.1875
10095,customer_10095@example.com,153,2,62.5,2,33,62.5,31.25,16.5,4,3,157,3.8,3.8,0,0.0,0.0,United Kingdom,0.0,62.5,0.0,0.0,0,31.9073,0.0,0.1176,0.0,0.5
10096,customer_10096@example.com,135,3,66.1,3,29,66.1,22.03,9.67,3,1,136,0.6,1.01,0,0.0,0.0,United Kingdom,0.0,66.1,0.0,0.0,0,84.3567,0.0,0.1,0.0,1.5
10097,customer_10097@example.com,128,2,14.51,2,15,14.51,7.25,7.5,2,7,135,7.33,7.33,0,0.0,0.0,France,0.0,14.51,0.0,0.0,0,15.3638,0.0,0.125,0.0,0.25
10098,customer_10098@example.com,143,1,31.22,1,7,31.22,31.22,7.0,1,0,143,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,31.22,0.0,0.0,0,143.0,0.0,0.125,0.0,1.0
10099,customer_10099@example.com,130,3,97.95000000000002,3,39,97.95000000000002,32.65,13.0,6,1,131,0.5,0.85,0,0.0,0.0,United Kingdom,0.0,97.95,0.0,0.0,0,86.6466,0.0,0.15,0.0,1.5
10100,customer_10100@example.com,139,3,64.51,3,19,64.51,21.5,6.33,4,1,140,0.58,0.97,0,0.0,0.0,United Kingdom,0.0,64.51,0.0,0.0,0,87.7702,0.0,0.2,0.0,1.5
