Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,Email,ExpiryWithinDays
540399,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2011-01-08 13:30:00,2.68,10026,United Kingdom,customer_10026@example.com,25
540399,22178,VICTORIAN GLASS HANGING T-LIGHT,29,2011-01-08 13:30:00,1.38,10026,United Kingdom,customer_10026@example.com,-4
540399,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,6,2011-01-08 13:30:00,0.28,10026,United Kingdom,customer_10026@example.com,
540425,20728,LUNCH BAG CARS BLUE,19,2011-01-08 14:56:00,1.81,10030,United Kingdom,customer_10030@example.com,15
540425,21034,REX CASH+CARRY JUMBO SHOPPER,26,2011-01-08 14:56:00,0.85,10030,United Kingdom,customer_10030@example.com,
540425,22383,LUNCH BAG SUKI DESIGN,17,2011-01-08 14:56:00,1.73,10030,United Kingdom,customer_10030@example.com,15
540425,20727,LUNCH BAG BLACK SKULL.,31,2011-01-08 14:56:00,1.81,10030,United Kingdom,customer_10030@example.com,15
540425,84879,ASSORTED COLOUR BIRD ORNAMENT,42,2011-01-08 14:56:00,1.77,10030,United Kingdom,customer_10030@example.com,90
540358,21754,HOME BUILDING BLOCK WORD,11,2011-01-09 09:57:00,5.95,10022,United Kingdom,customer_10022@example.com,
540358,22197,POPCORN HOLDER,39,2011-01-09 09:57:00,0.81,10022,United Kingdom,customer_10022@example.com,2
540358,20728,LUNCH BAG CARS BLUE,48,2011-01-09 09:57:00,1.48,10022,United Kingdom,customer_10022@example.com,15
540358,47566,PARTY BUNTING,46,2011-01-09 09:57:00,5.45,10022,United Kingdom,customer_10022@example.com,
540358,22423,REGENCY CAKESTAND 3 TIER,44,2011-01-09 09:57:00,13.39,10022,United Kingdom,customer_10022@example.com,
540055,82482,WOODEN PICTURE FRAME WHITE FINISH,26,2011-01-09 10:54:00,2.68,10004,United Kingdom,customer_10004@example.com,
540055,21931,JUMBO STORAGE BAG SUKI,45,2011-01-09 10:54:00,1.87,10004,United Kingdom,customer_10004@example.com,
540055,22699,ROSES REGENCY TEACUP AND SAUCER,40,2011-01-09 10:54:00,3.1,10004,United Kingdom,customer_10004@example.com,
540359,22961,JAM MAKING SET PRINTED,22,2011-01-10 16:55:00,1.59,10022,United Kingdom,customer_10022@example.com,-4
540359,47566,PARTY BUNTING,15,2011-01-10 16:55:00,5.45,10022,United Kingdom,customer_10022@example.com,
540359,20727,LUNCH BAG BLACK SKULL.,17,2011-01-10 16:55:00,1.81,10022,United Kingdom,customer_10022@example.com,15
540359,21733,RED HANGING HEART T-LIGHT HOLDER,48,2011-01-10 16:55:00,3.25,10022,United Kingdom,customer_10022@example.com,90
540419,22698,PINK REGENCY TEACUP AND SAUCER,40,2011-01-11 09:52:00,2.8,10029,Germany,customer_10029@example.com,
540419,22423,REGENCY CAKESTAND 3 TIER,12,2011-01-11 09:52:00,11.47,10029,Germany,customer_10029@example.com,
540419,22138,BAKING SET 9 PIECE RETROSPOT,39,2011-01-11 09:52:00,4.7,10029,Germany,customer_10029@example.com,90
540419,20728,LUNCH BAG CARS BLUE,10,2011-01-11 09:52:00,1.65,10029,Germany,customer_10029@example.com,15
540419,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2011-01-11 09:52:00,1.77,10029,Germany,customer_10029@example.com,90
540327,20727,LUNCH BAG BLACK SKULL.,24,2011-01-11 10:39:00,1.81,10019,United Kingdom,customer_10019@example.com,15
540327,82482,WOODEN PICTURE FRAME WHITE FINISH,21,2011-01-11 10:39:00,2.68,10019,United Kingdom,customer_10019@example.com,
540327,22698,PINK REGENCY TEACUP AND SAUCER,30,2011-01-11 10:39:00,2.66,10019,United Kingdom,customer_10019@example.com,
540327,21931,JUMBO STORAGE BAG SUKI,41,2011-01-11 10:39:00,2.08,10019,United Kingdom,customer_10019@example.com,
540327,22086,PAPER CHAIN KIT 50'S CHRISTMAS,32,2011-01-11 10:39:00,3.1,10019,United Kingdom,customer_10019@example.com,
540316,20727,LUNCH BAG BLACK SKULL.,11,2011-01-11 12:21:00,1.57,10018,France,customer_10018@example.com,15
540316,22138,BAKING SET 9 PIECE RETROSPOT,31,2011-01-11 12:21:00,5.2,10018,France,customer_10018@example.com,90
540316,22423,REGENCY CAKESTAND 3 TIER,47,2011-01-11 12:21:00,14.03,10018,France,customer_10018@example.com,
540696,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-01-12 16:11:00,3.1,10094,United Kingdom,customer_10094@example.com,90
540405,20728,LUNCH BAG CARS BLUE,36,2011-01-13 10:53:00,1.81,10027,United Kingdom,customer_10027@example.com,15
540405,22423,REGENCY CAKESTAND 3 TIER,10,2011-01-13 10:53:00,13.39,10027,United Kingdom,customer_10027@example.com,
540228,21754,HOME BUILDING BLOCK WORD,43,2011-01-13 13:05:00,6.25,10013,United Kingdom,customer_10013@example.com,
540228,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2011-01-13 13:05:00,1.61,10013,United Kingdom,customer_10013@example.com,90
540228,22138,BAKING SET 9 PIECE RETROSPOT,26,2011-01-13 13:05:00,5.45,10013,United Kingdom,customer_10013@example.com,90
540249,22960,JAM MAKING SET WITH JARS,36,2011-01-13 17:50:00,4.25,10014,United Kingdom,customer_10014@example.com,15
540229,22423,REGENCY CAKESTAND 3 TIER,9,2011-01-14 10:19:00,14.03,10013,United Kingdom,customer_10013@example.com,
540229,20727,LUNCH BAG BLACK SKULL.,45,2011-01-14 10:19:00,1.73,10013,United Kingdom,customer_10013@example.com,15
540229,82482,WOODEN PICTURE FRAME WHITE FINISH,13,2011-01-14 10:19:00,2.68,10013,United Kingdom,customer_10013@example.com,
540229,22698,PINK REGENCY TEACUP AND SAUCER,11,2011-01-14 10:19:00,2.8,10013,United Kingdom,customer_10013@example.com,
540328,22666,RECIPE BOX PANTRY DESIGN,18,2011-01-14 13:12:00,2.8,10019,United Kingdom,customer_10019@example.com,
540328,21733,RED HANGING HEART T-LIGHT HOLDER,34,2011-01-14 13:12:00,2.95,10019,United Kingdom,customer_10019@example.com,90
540328,22178,VICTORIAN GLASS HANGING T-LIGHT,44,2011-01-14 13:12:00,1.38,10019,United Kingdom,customer_10019@example.com,-4
540328,20727,LUNCH BAG BLACK SKULL.,10,2011-01-14 13:12:00,1.57,10019,United Kingdom,customer_10019@example.com,15
540328,82482,WOODEN PICTURE FRAME WHITE FINISH,43,2011-01-14 13:12:00,2.55,10019,United Kingdom,customer_10019@example.com,
540307,21034,REX CASH+CARRY JUMBO SHOPPER,37,2011-01-15 10:18:00,0.85,10017,United Kingdom,customer_10017@example.com,
540274,21034,REX CASH+CARRY JUMBO SHOPPER,40,2011-01-15 10:36:00,0.95,10015,United Kingdom,customer_10015@example.com,
540697,22698,PINK REGENCY TEACUP AND SAUCER,10,2011-01-15 13:20:00,3.1,10094,United Kingdom,customer_10094@example.com,
540697,22666,RECIPE BOX PANTRY DESIGN,6,2011-01-15 13:20:00,2.95,10094,United Kingdom,customer_10094@example.com,
540697,22178,VICTORIAN GLASS HANGING T-LIGHT,4,2011-01-15 13:20:00,1.19,10094,United Kingdom,customer_10094@example.com,-4
540297,47566,PARTY BUNTING,11,2011-01-15 16:17:00,5.2,10016,United Kingdom,customer_10016@example.com,
540297,22178,VICTORIAN GLASS HANGING T-LIGHT,16,2011-01-15 16:17:00,1.38,10016,United Kingdom,customer_10016@example.com,-4
540678,21931,JUMBO STORAGE BAG SUKI,1,2011-01-15 16:48:00,2.18,10084,Germany,customer_10084@example.com,
540426,21034,REX CASH+CARRY JUMBO SHOPPER,28,2011-01-16 10:38:00,0.95,10030,United Kingdom,customer_10030@example.com,
540426,22423,REGENCY CAKESTAND 3 TIER,30,2011-01-16 10:38:00,14.03,10030,United Kingdom,customer_10030@example.com,
540426,22698,PINK REGENCY TEACUP AND SAUCER,9,2011-01-16 10:38:00,2.66,10030,United Kingdom,customer_10030@example.com,
540361,47566,PARTY BUNTING,45,2011-01-16 11:38:00,5.2,10022,United Kingdom,customer_10022@example.com,
540360,20727,LUNCH BAG BLACK SKULL.,38,2011-01-16 14:59:00,1.81,10022,United Kingdom,customer_10022@example.com,15
540360,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2011-01-16 14:59:00,1.52,10022,United Kingdom,customer_10022@example.com,90
540360,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,30,2011-01-16 14:59:00,2.18,10022,United Kingdom,customer_10022@example.com,
540360,22386,JUMBO BAG PINK POLKADOT,12,2011-01-16 14:59:00,1.98,10022,United Kingdom,customer_10022@example.com,
540317,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,6,2011-01-16 16:05:00,0.32,10018,France,customer_10018@example.com,
540317,20725,LUNCH BAG RED RETROSPOT,41,2011-01-16 16:05:00,1.48,10018,France,customer_10018@example.com,90
540317,22720,SET OF 3 CAKE TINS PANTRY DESIGN,32,2011-01-16 16:05:00,5.2,10018,France,customer_10018@example.com,
540317,22666,RECIPE BOX PANTRY DESIGN,12,2011-01-16 16:05:00,2.66,10018,France,customer_10018@example.com,
540298,22960,JAM MAKING SET WITH JARS,40,2011-01-18 15:40:00,3.83,10016,United Kingdom,customer_10016@example.com,15
540298,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,26,2011-01-18 15:40:00,0.26,10016,United Kingdom,customer_10016@example.com,
540298,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-01-18 15:40:00,2.81,10016,United Kingdom,customer_10016@example.com,25
540298,22961,JAM MAKING SET PRINTED,29,2011-01-18 15:40:00,1.38,10016,United Kingdom,customer_10016@example.com,-4
540112,22722,SET OF 6 SPICE TINS PANTRY DESIGN,37,2011-01-18 15:47:00,4.15,10007,United Kingdom,customer_10007@example.com,45
540112,22960,JAM MAKING SET WITH JARS,39,2011-01-18 15:47:00,4.25,10007,United Kingdom,customer_10007@example.com,15
540112,47566,PARTY BUNTING,11,2011-01-18 15:47:00,5.2,10007,United Kingdom,customer_10007@example.com,
540112,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2011-01-18 15:47:00,4.95,10007,United Kingdom,customer_10007@example.com,
540362,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-01-18 17:32:00,1.77,10022,United Kingdom,customer_10022@example.com,90
C540299,22960,Manual Return / Cancel JAM MAKING SET WITH JARS,-2,2011-01-18 17:40:00,4.25,10016,United Kingdom,customer_10016@example.com,
540308,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-01-19 12:49:00,2.95,10017,United Kingdom,customer_10017@example.com,90
540308,22138,BAKING SET 9 PIECE RETROSPOT,16,2011-01-19 12:49:00,4.95,10017,United Kingdom,customer_10017@example.com,90
540308,85099B,JUMBO BAG RED RETROSPOT,41,2011-01-19 12:49:00,1.87,10017,United Kingdom,customer_10017@example.com,
540318,21931,JUMBO STORAGE BAG SUKI,29,2011-01-19 13:56:00,2.08,10018,France,customer_10018@example.com,
540318,85099B,JUMBO BAG RED RETROSPOT,20,2011-01-19 13:56:00,1.87,10018,France,customer_10018@example.com,
540318,22086,PAPER CHAIN KIT 50'S CHRISTMAS,27,2011-01-19 13:56:00,3.1,10018,France,customer_10018@example.com,
540318,22666,RECIPE BOX PANTRY DESIGN,36,2011-01-19 13:56:00,3.25,10018,France,customer_10018@example.com,
540318,22699,ROSES REGENCY TEACUP AND SAUCER,45,2011-01-19 13:56:00,3.25,10018,France,customer_10018@example.com,
540591,82482,WOODEN PICTURE FRAME WHITE FINISH,4,2011-01-19 14:19:00,2.29,10060,United Kingdom,customer_10060@example.com,
540591,21931,JUMBO STORAGE BAG SUKI,12,2011-01-19 14:19:00,2.18,10060,United Kingdom,customer_10060@example.com,
540663,85099B,JUMBO BAG RED RETROSPOT,6,2011-01-19 14:51:00,2.18,10078,United Kingdom,customer_10078@example.com,
540663,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-01-19 14:51:00,1.61,10078,United Kingdom,customer_10078@example.com,90
540164,20727,LUNCH BAG BLACK SKULL.,9,2011-01-19 17:30:00,1.73,10010,United Kingdom,customer_10010@example.com,15
540164,82482,WOODEN PICTURE FRAME WHITE FINISH,15,2011-01-19 17:30:00,2.55,10010,United Kingdom,customer_10010@example.com,
540001,22423,REGENCY CAKESTAND 3 TIER,15,2011-01-20 10:04:00,14.03,10001,United Kingdom,customer_10001@example.com,
540001,21931,JUMBO STORAGE BAG SUKI,43,2011-01-20 10:04:00,2.08,10001,United Kingdom,customer_10001@example.com,
540187,22698,PINK REGENCY TEACUP AND SAUCER,18,2011-01-20 10:23:00,3.25,10011,United Kingdom,customer_10011@example.com,
540187,20727,LUNCH BAG BLACK SKULL.,44,2011-01-20 10:23:00,1.73,10011,United Kingdom,customer_10011@example.com,15
540187,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-01-20 10:23:00,3.1,10011,United Kingdom,customer_10011@example.com,
540230,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-01-20 11:07:00,2.8,10013,United Kingdom,customer_10013@example.com,
540300,20725,LUNCH BAG RED RETROSPOT,10,2011-01-20 12:44:00,1.57,10016,United Kingdom,customer_10016@example.com,90
540300,22383,LUNCH BAG SUKI DESIGN,38,2011-01-20 12:44:00,1.73,10016,United Kingdom,customer_10016@example.com,15
540300,22197,POPCORN HOLDER,25,2011-01-20 12:44:00,0.94,10016,United Kingdom,customer_10016@example.com,2
540152,22698,PINK REGENCY TEACUP AND SAUCER,11,2011-01-20 13:23:00,3.25,10009,United Kingdom,customer_10009@example.com,
540152,22666,RECIPE BOX PANTRY DESIGN,21,2011-01-20 13:23:00,2.8,10009,United Kingdom,customer_10009@example.com,
540152,22197,POPCORN HOLDER,41,2011-01-20 13:23:00,0.89,10009,United Kingdom,customer_10009@example.com,2
540152,20727,LUNCH BAG BLACK SKULL.,29,2011-01-20 13:23:00,1.81,10009,United Kingdom,customer_10009@example.com,15
540152,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,40,2011-01-20 13:23:00,0.3,10009,United Kingdom,customer_10009@example.com,
540031,20725,LUNCH BAG RED RETROSPOT,36,2011-01-20 14:22:00,1.57,10003,France,customer_10003@example.com,90
540031,22383,LUNCH BAG SUKI DESIGN,40,2011-01-20 14:22:00,1.48,10003,France,customer_10003@example.com,15
540031,20727,LUNCH BAG BLACK SKULL.,18,2011-01-20 14:22:00,1.57,10003,France,customer_10003@example.com,15
540031,20728,LUNCH BAG CARS BLUE,26,2011-01-20 14:22:00,1.57,10003,France,customer_10003@example.com,15
540699,22698,PINK REGENCY TEACUP AND SAUCER,10,2011-01-20 15:55:00,2.95,10095,United Kingdom,customer_10095@example.com,
540699,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2011-01-20 15:55:00,2.29,10095,United Kingdom,customer_10095@example.com,
540699,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,5,2011-01-20 15:55:00,0.3,10095,United Kingdom,customer_10095@example.com,
540250,20728,LUNCH BAG CARS BLUE,36,2011-01-20 16:22:00,1.48,10014,United Kingdom,customer_10014@example.com,15
540250,22138,BAKING SET 9 PIECE RETROSPOT,26,2011-01-20 16:22:00,4.46,10014,United Kingdom,customer_10014@example.com,90
540250,22720,SET OF 3 CAKE TINS PANTRY DESIGN,20,2011-01-20 16:22:00,5.45,10014,United Kingdom,customer_10014@example.com,
540250,47566,PARTY BUNTING,28,2011-01-20 16:22:00,5.45,10014,United Kingdom,customer_10014@example.com,
540250,22960,JAM MAKING SET WITH JARS,23,2011-01-20 16:22:00,3.83,10014,United Kingdom,customer_10014@example.com,15
540679,22423,REGENCY CAKESTAND 3 TIER,5,2011-01-21 09:14:00,13.39,10084,Germany,customer_10084@example.com,
540113,84879,ASSORTED COLOUR BIRD ORNAMENT,44,2011-01-21 11:34:00,1.77,10007,United Kingdom,customer_10007@example.com,90
540113,20725,LUNCH BAG RED RETROSPOT,25,2011-01-21 11:34:00,1.65,10007,United Kingdom,customer_10007@example.com,90
540113,22720,SET OF 3 CAKE TINS PANTRY DESIGN,48,2011-01-21 11:34:00,4.95,10007,United Kingdom,customer_10007@example.com,
540427,82482,WOODEN PICTURE FRAME WHITE FINISH,47,2011-01-21 15:26:00,2.42,10030,United Kingdom,customer_10030@example.com,
540002,21034,REX CASH+CARRY JUMBO SHOPPER,28,2011-01-22 09:19:00,0.85,10001,United Kingdom,customer_10001@example.com,
540002,21754,HOME BUILDING BLOCK WORD,21,2011-01-22 09:19:00,5.65,10001,United Kingdom,customer_10001@example.com,
540002,22722,SET OF 6 SPICE TINS PANTRY DESIGN,28,2011-01-22 09:19:00,3.56,10001,United Kingdom,customer_10001@example.com,45
540664,21754,HOME BUILDING BLOCK WORD,11,2011-01-22 12:01:00,6.55,10078,United Kingdom,customer_10078@example.com,
540129,22383,LUNCH BAG SUKI DESIGN,44,2011-01-22 14:03:00,1.73,10008,United Kingdom,customer_10008@example.com,15
540165,22197,POPCORN HOLDER,47,2011-01-22 15:35:00,0.85,10010,United Kingdom,customer_10010@example.com,2
540165,22960,JAM MAKING SET WITH JARS,34,2011-01-22 15:35:00,3.83,10010,United Kingdom,customer_10010@example.com,15
540165,20727,LUNCH BAG BLACK SKULL.,11,2011-01-22 15:35:00,1.65,10010,United Kingdom,customer_10010@example.com,15
540165,20728,LUNCH BAG CARS BLUE,18,2011-01-22 15:35:00,1.81,10010,United Kingdom,customer_10010@example.com,15
540165,85099B,JUMBO BAG RED RETROSPOT,23,2011-01-22 15:35:00,1.87,10010,United Kingdom,customer_10010@example.com,
540434,22698,PINK REGENCY TEACUP AND SAUCER,9,2011-01-22 16:01:00,2.8,10031,United Kingdom,customer_10031@example.com,
540434,85099B,JUMBO BAG RED RETROSPOT,4,2011-01-22 16:01:00,2.29,10031,United Kingdom,customer_10031@example.com,
540428,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2011-01-23 09:40:00,4.7,10030,United Kingdom,customer_10030@example.com,
540428,22138,BAKING SET 9 PIECE RETROSPOT,20,2011-01-23 09:40:00,5.45,10030,United Kingdom,customer_10030@example.com,90
540428,22383,LUNCH BAG SUKI DESIGN,26,2011-01-23 09:40:00,1.57,10030,United Kingdom,customer_10030@example.com,15
540428,22423,REGENCY CAKESTAND 3 TIER,42,2011-01-23 09:40:00,14.03,10030,United Kingdom,customer_10030@example.com,
540429,22386,JUMBO BAG PINK POLKADOT,31,2011-01-23 15:28:00,2.08,10030,United Kingdom,customer_10030@example.com,
540429,22138,BAKING SET 9 PIECE RETROSPOT,14,2011-01-23 15:28:00,4.7,10030,United Kingdom,customer_10030@example.com,90
540429,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-01-23 15:28:00,1.69,10030,United Kingdom,customer_10030@example.com,90
540429,20727,LUNCH BAG BLACK SKULL.,42,2011-01-23 15:28:00,1.73,10030,United Kingdom,customer_10030@example.com,15
540429,22961,JAM MAKING SET PRINTED,41,2011-01-23 15:28:00,1.3,10030,United Kingdom,customer_10030@example.com,-4
540363,22722,SET OF 6 SPICE TINS PANTRY DESIGN,39,2011-01-23 17:52:00,4.15,10022,United Kingdom,customer_10022@example.com,45
540340,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,30,2011-01-24 10:18:00,2.18,10020,United Kingdom,customer_10020@example.com,
540340,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-01-24 10:18:00,1.77,10020,United Kingdom,customer_10020@example.com,90
540340,22383,LUNCH BAG SUKI DESIGN,36,2011-01-24 10:18:00,1.48,10020,United Kingdom,customer_10020@example.com,15
540700,20725,LUNCH BAG RED RETROSPOT,12,2011-01-24 11:00:00,1.48,10095,United Kingdom,customer_10095@example.com,90
540071,20727,LUNCH BAG BLACK SKULL.,17,2011-01-24 12:04:00,1.65,10005,United Kingdom,customer_10005@example.com,15
540071,82482,WOODEN PICTURE FRAME WHITE FINISH,40,2011-01-24 12:04:00,2.42,10005,United Kingdom,customer_10005@example.com,
540071,21733,RED HANGING HEART T-LIGHT HOLDER,15,2011-01-24 12:04:00,2.95,10005,United Kingdom,customer_10005@example.com,90
540071,22386,JUMBO BAG PINK POLKADOT,6,2011-01-24 12:04:00,2.29,10005,United Kingdom,customer_10005@example.com,
540071,85099B,JUMBO BAG RED RETROSPOT,15,2011-01-24 12:04:00,2.08,10005,United Kingdom,customer_10005@example.com,
540188,21733,RED HANGING HEART T-LIGHT HOLDER,34,2011-01-25 09:25:00,2.95,10011,United Kingdom,customer_10011@example.com,90
540188,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,33,2011-01-25 09:25:00,2.08,10011,United Kingdom,customer_10011@example.com,
540188,22960,JAM MAKING SET WITH JARS,14,2011-01-25 09:25:00,4.68,10011,United Kingdom,customer_10011@example.com,15
540329,20725,LUNCH BAG RED RETROSPOT,22,2011-01-25 11:47:00,1.81,10019,United Kingdom,customer_10019@example.com,90
540329,22423,REGENCY CAKESTAND 3 TIER,22,2011-01-25 11:47:00,14.03,10019,United Kingdom,customer_10019@example.com,
540329,22960,JAM MAKING SET WITH JARS,16,2011-01-25 11:47:00,4.04,10019,United Kingdom,customer_10019@example.com,15
540329,22961,JAM MAKING SET PRINTED,27,2011-01-25 11:47:00,1.3,10019,United Kingdom,customer_10019@example.com,-4
540329,20728,LUNCH BAG CARS BLUE,15,2011-01-25 11:47:00,1.73,10019,United Kingdom,customer_10019@example.com,15
540056,22961,JAM MAKING SET PRINTED,46,2011-01-25 13:14:00,1.3,10004,United Kingdom,customer_10004@example.com,-4
540231,47566,PARTY BUNTING,10,2011-01-25 14:33:00,5.45,10013,United Kingdom,customer_10013@example.com,
540231,20728,LUNCH BAG CARS BLUE,23,2011-01-25 14:33:00,1.73,10013,United Kingdom,customer_10013@example.com,15
540231,22698,PINK REGENCY TEACUP AND SAUCER,27,2011-01-25 14:33:00,2.66,10013,United Kingdom,customer_10013@example.com,
540231,21733,RED HANGING HEART T-LIGHT HOLDER,13,2011-01-25 14:33:00,2.95,10013,United Kingdom,customer_10013@example.com,90
540231,21034,REX CASH+CARRY JUMBO SHOPPER,14,2011-01-25 14:33:00,0.95,10013,United Kingdom,customer_10013@example.com,
C540330,20725,Manual Return / Cancel LUNCH BAG RED RETROSPOT,-1,2011-01-25 23:47:00,1.65,10019,United Kingdom,customer_10019@example.com,
540569,22423,REGENCY CAKESTAND 3 TIER,9,2011-01-26 10:24:00,14.03,10054,United Kingdom,customer_10054@example.com,
540569,22138,BAKING SET 9 PIECE RETROSPOT,12,2011-01-26 10:24:00,4.95,10054,United Kingdom,customer_10054@example.com,90
540569,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2011-01-26 10:24:00,4.95,10054,United Kingdom,customer_10054@example.com,
540341,21034,REX CASH+CARRY JUMBO SHOPPER,25,2011-01-26 12:08:00,0.9,10020,United Kingdom,customer_10020@example.com,
540341,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-01-26 12:08:00,2.55,10020,United Kingdom,customer_10020@example.com,
540341,21931,JUMBO STORAGE BAG SUKI,41,2011-01-26 12:08:00,2.29,10020,United Kingdom,customer_10020@example.com,
540341,22383,LUNCH BAG SUKI DESIGN,13,2011-01-26 12:08:00,1.57,10020,United Kingdom,customer_10020@example.com,15
540303,22386,JUMBO BAG PINK POLKADOT,16,2011-01-26 12:46:00,2.29,10016,United Kingdom,customer_10016@example.com,
540301,22720,SET OF 3 CAKE TINS PANTRY DESIGN,31,2011-01-26 13:18:00,4.7,10016,United Kingdom,customer_10016@example.com,
540301,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,18,2011-01-26 13:18:00,2.08,10016,United Kingdom,customer_10016@example.com,
540301,22138,BAKING SET 9 PIECE RETROSPOT,37,2011-01-26 13:18:00,4.95,10016,United Kingdom,customer_10016@example.com,90
540301,22698,PINK REGENCY TEACUP AND SAUCER,14,2011-01-26 13:18:00,3.1,10016,United Kingdom,customer_10016@example.com,
540342,22722,SET OF 6 SPICE TINS PANTRY DESIGN,45,2011-01-26 15:34:00,3.75,10020,United Kingdom,customer_10020@example.com,45
540342,85099B,JUMBO BAG RED RETROSPOT,15,2011-01-26 15:34:00,2.29,10020,United Kingdom,customer_10020@example.com,
540342,22383,LUNCH BAG SUKI DESIGN,47,2011-01-26 15:34:00,1.73,10020,United Kingdom,customer_10020@example.com,15
540342,84879,ASSORTED COLOUR BIRD ORNAMENT,19,2011-01-26 15:34:00,1.69,10020,United Kingdom,customer_10020@example.com,90
540342,22698,PINK REGENCY TEACUP AND SAUCER,17,2011-01-26 15:34:00,2.8,10020,United Kingdom,customer_10020@example.com,
540537,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-01-26 16:30:00,2.42,10048,United Kingdom,customer_10048@example.com,
540537,22960,JAM MAKING SET WITH JARS,9,2011-01-26 16:30:00,3.83,10048,United Kingdom,customer_10048@example.com,15
C540302,22698,Manual Return / Cancel PINK REGENCY TEACUP AND SAUCER,-2,2011-01-26 22:18:00,2.95,10016,United Kingdom,customer_10016@example.com,
540232,22138,BAKING SET 9 PIECE RETROSPOT,16,2011-01-27 10:31:00,5.45,10013,United Kingdom,customer_10013@example.com,90
540232,21212,PACK OF 72 RETROSPOT CAKE CASES,16,2011-01-27 10:31:00,0.55,10013,United Kingdom,customer_10013@example.com,15
